,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
503,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280313489567780864,wileycoyote12,Wileycoyote,,,2020-07-07 01:31:37,Twitter for Android,0,894,,,
504,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/8uYKxEgy0E,133,1280313461143109632,BloombergAsia,Bloomberg Asia,,,2020-07-07 01:31:30,SocialFlow,3,2,,,
505,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280313160608755712,DavidMartinez_B,David Martinez B.,,,2020-07-07 01:30:19,Twitter for Android,0,894,,,
506,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280313155097448448,CharlesRed2289,CHARLES RED,,,2020-07-07 01:30:17,Twitter Web App,0,894,,,
507,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280312955553398787,smithwicks8888,Smithwicks8888,Hong Kong,,2020-07-07 01:29:30,Twitter for Android,0,87,,,
508,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280312892726837250,BupeNgoy,Bupe Lukundo Ngoy,"London, Paris, Rio, Sao Paulo",,2020-07-07 01:29:15,Twitter for Android,0,87,,,
509,"The President of Brazil, Jair Bolsonaro, has Covid-19 symptoms, temperature, test results due by noon tomorrow. per CNN https://t.co/qbK7rdIMHb",143,1280312869058482176,grammy4lphhl,Patty♥️🥀 #TeamBiden🥁🌊🌊🌊🌊,Ridin With Biden🏄🏼‍♀️🌊,,2020-07-07 01:29:09,Twitter for iPhone,0,18,,,
510,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280312836313530369,Rjo1elprecurso1,Rjo1elprecursor,,,2020-07-07 01:29:01,Twitter for Android,0,894,,,
511,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280312790851424256,HoliveBar,𝔦𝔫 𝔯𝔢𝔤𝔢𝔫𝔢𝔯𝔞𝔱𝔦𝔬𝔫𝔢 🇧🇷 ⚔,,,2020-07-07 01:28:51,Twitter Web App,0,87,,,
512,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280312624459243522,txsinatrafan,Mark Coffey,"Austin, TX",,2020-07-07 01:28:11,Twitter for iPad,0,87,,,
513,“Brazil’s President Jair Bolsonaro has undergone another test for Covid-19 after showing symptoms of the virus.” https://t.co/9JZhtdrHtu https://t.co/t87SWEHdpa,160,1280312104214544386,marcaross,Marc A. Ross,"Washington, DC + Detroit, MI ",,2020-07-07 01:26:07,Buffer,0,0,,,
514,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280312007405768705,trish_tonelli,Trish tonelli 🇨🇦,Canada,,2020-07-07 01:25:44,Twitter for iPhone,0,894,,,
515,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280311954502856704,TwittTomtom,tomtom-with セブンガー,,,2020-07-07 01:25:31,Twitter for iPad,0,894,,,
516,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280311710377705472,LauraDurnell,🖋 ♿ Laura Durnell,"Chicago, IL",,2020-07-07 01:24:33,Twitter for Android,0,27,,,
517,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280311493381238785,sdelagrave,Simon Delagrave,Boston area,,2020-07-07 01:23:41,Twitter for iPhone,0,87,,,
518,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280311437005484032,universalga_me,TJ,"Los Angeles, CA",,2020-07-07 01:23:28,Twitter for iPhone,0,87,,,
519,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280311200031608840,AngaritaVergara,Jose Gregorio Angari,,,2020-07-07 01:22:31,Twitter Web App,0,87,,,
520,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280311127919013892,Kasman62,Kassman,Greece,,2020-07-07 01:22:14,Twitter Web App,0,894,,,
521,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280311117181382657,pee_nuut,Audrey???,"Olympia, WA",,2020-07-07 01:22:12,Twitter for iPhone,0,87,,,
522,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310996972613632,user32319474,Jamboo,,,2020-07-07 01:21:43,Twitter for Android,0,87,,,
523,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310948360790017,DilsonMoreira3,Dilson Moreira 🚫🐂,,,2020-07-07 01:21:31,Twitter for Android,0,87,,,
524,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310889053401091,Mexpal,Francisco V,Mexico,,2020-07-07 01:21:17,Twitter for iPhone,0,87,,,
525,Brazil's President Jair Bolsonaro says he will be tested for COVID-19 after having an X-ray of his lungs on Monday.​ https://t.co/zTjFDoYsT8,140,1280310569392844807,FOX26Houston,FOX26Houston,"Houston, Texas",,2020-07-07 01:20:01,True Anthem,4,0,,,
526,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280310561692102657,DavidZaber,DZaber,"Illinois, USA",,2020-07-07 01:19:59,Twitter for Android,0,27,,,
527,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310557120385030,cleberf_2017,Cleber Ferreira,,,2020-07-07 01:19:58,Twitter Web App,0,87,,,
528,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280310433031663616,denzozr,Deniz ÖZER,,,2020-07-07 01:19:28,Twitter for iPhone,0,27,,,
529,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310260574466048,jin_trade,Jin,,,2020-07-07 01:18:47,Twitter Web App,0,87,,,
530,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280310196452184065,UKordeck,Uwe Kordeck,Berlin,,2020-07-07 01:18:32,Mobile Web (M2),0,27,,,
531,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280310189896458240,solutions_covid,CovidSolutions,"Ottawa, Ontario",,2020-07-07 01:18:30,Twitter for Android,0,894,,,
532,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280310187107192832,DivaKnevil,DivaKnevil Ⓥ 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Washington D.C,,2020-07-07 01:18:30,Twitter for iPhone,0,27,,,
533,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280310136041431040,bursuk,Don,,,2020-07-07 01:18:18,Twitter Web App,0,894,,,
534,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280310013144293376,JoseGalvezz,Jose Galvez,"Mexico, USA",,2020-07-07 01:17:48,Twitter for iPhone,0,87,,,
535,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309989928767489,bohemiotx,Joffre (J.D.) Meyer,"Tyler, TX",,2020-07-07 01:17:43,Twitter Web App,0,87,,,
536,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309945225949184,thaminices,Thamires,Capsule Corp.,,2020-07-07 01:17:32,Twitter for iPhone,0,87,,,
537,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309941539127299,KenRendonM,Kenneth A. Rendón☯️🇻🇪 🇧🇷 🇺🇲,🌎 ,,2020-07-07 01:17:31,Twitter Web App,0,87,,,
538,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309905178726400,srubenfeld,Samuel Rubenfeld 🔥,New York,,2020-07-07 01:17:23,Twitter for iPhone,0,87,,,
539,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280309899612782599,bruna_soalheiro,Bruna Soalheiro,Rio de Janeiro - Brazil,,2020-07-07 01:17:21,Twitter for iPhone,0,27,,,
540,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309658914357250,Hrmastropieri,Heather °♡°,,,2020-07-07 01:16:24,Twitter for Android,0,87,,,
541,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309625502543872,RecklessBeading,Adele RogersRecklies,,,2020-07-07 01:16:16,Twitter Web App,0,87,,,
542,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309607009837059,Farah_Pandith,Farah Pandith WashYourHands+BeExtraKindRightNow,"Washington, London, Boston",,2020-07-07 01:16:11,Twitter Web App,0,87,,,
543,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309596863815684,shinangovani,shinan govani,toronto,,2020-07-07 01:16:09,Twitter Web App,0,87,,,
544,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280309577347592192,Aryss1,a141013,USA,,2020-07-07 01:16:04,Twitter Web App,0,27,,,
545,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309491041525761,TeshawnEdmonds,Teshawn LeVarr Edmonds,"Brooklyn, NY",,2020-07-07 01:15:44,Twitter for iPhone,0,87,,,
546,Brazil’s President Jair Bolsonaro said he will be tested for COVID-19 after having an X-ray of his lungs on Monday. He didn’t say whether he was showing symptoms of the new coronavirus. https://t.co/OADeuJMmWQ,209,1280309473891008512,TeshawnEdmonds,Teshawn LeVarr Edmonds,"Brooklyn, NY",,2020-07-07 01:15:40,Twitter for iPhone,0,2,,,
547,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280309454794301446,julianswainson,Julian Swainson,A windswept guano coated rock.,,2020-07-07 01:15:35,Twitter Web App,0,8,,,
548,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280309446564954112,juliettetorrez,Juliette Torrez,,,2020-07-07 01:15:33,Twitter for iPad,0,27,,,
549,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280309416726847497,The_Jag_10,Astro,,,2020-07-07 01:15:26,Twitter for Android,0,894,,,
550,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309336024256514,CovidUpdatesEA,Corona Updates,,,2020-07-07 01:15:07,Corona Updates EA,0,87,,,
551,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309329002991616,AceReplyBoi,Ace Reply Boi,,,2020-07-07 01:15:05,Twitter for iPhone,0,87,,,
552,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309311936307200,newstruthliz,Liz Goldenberg,,,2020-07-07 01:15:01,Twitter for Android,0,87,,,
553,Brazil’s President Jair Bolsonaro said he will be tested for COVID-19 after having an X-ray of his lungs on Monday. He didn’t say whether he was showing symptoms of the new coronavirus. https://t.co/OADeuJMmWQ,209,1280309298351017984,fox35orlando,FOX 35 Orlando,"Orlando, Florida",,2020-07-07 01:14:58,Twitter Web App,4,2,,,
554,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280309256554549249,FoxyLustyGrover,Level One Foxy,New Zealand,,2020-07-07 01:14:48,Twitter for iPhone,0,894,,,
555,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309251114598401,wolf180888,Jorge Montoya,Puebla,,2020-07-07 01:14:47,Twitter for iPhone,0,87,,,
556,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309251085393921,DoKscho,The DoK,,,2020-07-07 01:14:47,TheDokApp,0,87,,,
557,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/Z5Vb7l0zDI,133,1280309212002897928,business,Bloomberg,New York and the World,,2020-07-07 01:14:37,SocialFlow,157,87,,,
558,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280309152439386112,TheFireTracker2,Fire Tracker,Global- Vegas + Silicon Valley,,2020-07-07 01:14:23,Twitter for Android,0,27,,,
559,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280309084537999363,ADAMISAROCKGOD,GLÓRIA Δ  ⁶𓅓 🧚🏽‍♂️🐾 🤖,Brazil,,2020-07-07 01:14:07,Twitter for iPhone,0,27,,,
560,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/yHGqNl0ALt via @bpolitics @simoneiglesias @muriloffagundes https://t.co/wxNMnjc7c7,205,1280308968523513856,rhjameson,Robert Jameson,"New York, NY",,2020-07-07 01:13:39,Twitter Web App,2,2,,,
561,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280308826542047234,angelastahl10,angelastahl,"São Paulo, Brasil",,2020-07-07 01:13:05,Twitter for Android,0,27,,,
562,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308751216586754,amandavicmason,Amanda Mason,Vermont,,2020-07-07 01:12:47,Twitter for Android,0,894,,,
563,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308718299574274,JennyKayNZ,Armchair views 💗💜💙,Aotearoa New Zealand,,2020-07-07 01:12:40,Twitter Web App,0,894,,,
564,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308597495173120,8roomofelixir,不死薬,無何有鄉，廣莫之野,,2020-07-07 01:12:11,Twitter for Android,0,894,,,
565,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308489429098497,BarlowKimberlyA,KMBarlow,United States,,2020-07-07 01:11:45,Twitter for iPhone,0,894,,,
566,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280308364359143426,SambaJulianna,talita,away ,,2020-07-07 01:11:15,Twitter for Android,0,27,,,
567,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308266057244673,EMPIREPRMAN,Rueben Martinez,New York,,2020-07-07 01:10:52,Twitter for Android,0,894,,,
568,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280308183928627203,mtill50,Morgan Till,"Palomina Farm, Orange, VA",,2020-07-07 01:10:32,Twitter for iPhone,0,27,,,
569,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308163036606464,AnnieGabstonH,Annie Gabston-Howell-,"Grand Terrace, California",,2020-07-07 01:10:27,Twitter Web App,0,894,,,
570,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308093528633344,GrumpyYetAmusin,Grumpy aka Agent Tired Tortoise,"Te Whanganui-a-Tara, Aotearoa ",,2020-07-07 01:10:11,Twitter for iPhone,0,894,,,
571,"A photo taken during a Fourth of July party shows President Jair Bolsonaro of Brazil sitting next to the United States Ambassador to Brazil, Todd Chapman, giving a thumbs-up sign at a table decorated for the holiday. Neither man was wearing a mask. https://t.co/HukXuQDcEQ",272,1280308081075855360,nytimesworld,New York Times World,"New York, London, Hong Kong",,2020-07-07 01:10:08,SocialFlow,42,27,,,
572,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280308043603800065,AZ_desert_lady,Desert Lady,Arizona,,2020-07-07 01:09:59,Twitter Web App,0,894,,,
573,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280307974150303746,AMGMIneq,Adit Urfa Nunki,Indonesia,,2020-07-07 01:09:42,Twitter Web App,0,894,,,
574,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280307793027792897,Trevor_GBDE,Trevor Archer #BritEUMigrant 🇪🇺🇬🇧🇩🇪,Baden-Württemberg & Essex ,,2020-07-07 01:08:59,Twitter for Android,0,894,,,
575,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280307474784907264,tsubuyakumitsu,みつ,東京都,,2020-07-07 01:07:43,Twitter for Android,0,894,,,
576,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280307471991607297,JewRussophile,Jewish Russophile,,,2020-07-07 01:07:42,Twitter for iPhone,0,894,,,
577,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280307385718849538,komorikentarou,小森健太朗@相撲ミステリの人,,,2020-07-07 01:07:22,Twitter for iPad,0,894,,,
578,Jair Bolsonaro- President of Brazil tests positive for COVID- 19 🙃,66,1280307372922220545,NeneQuinte,Black,CABA,,2020-07-07 01:07:19,Twitter for iPhone,0,2,,,
579,"President of Brazil #JairBolsonaro reacts during a press conference on June 05, 2020 in Brasilia. Bolsonaro said today that he had been tested for #coronavirus and is awaiting the result. A published report noted that he has symptoms of #COVID19. 📷: @DreAnholete https://t.co/6bjRSFzi99",286,1280307341678821376,namujyoon,Namu Yoon,Toronto/Daejeon,,2020-07-07 01:07:11,Twitter for iPad,0,10,,,
580,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280306860348735493,capchiato,marc,Philippines,,2020-07-07 01:05:17,Twitter for Android,0,894,,,
581,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280306648192614400,bwaxman,Ben Waxman,"Philadelphia, PA",,2020-07-07 01:04:26,Twitter for iPhone,0,894,,,
582,"15. Brazil submitted.   Trump welcomes a new friend to the table when Brazil elects their version of Trump with Bolsonaro as President. He submits (hands clasped in photo) &amp; quickly arrests Oprah’s best friend, spiritual advisor and accused trafficker, John of God.   #QAnon https://t.co/y4e2WO6HB3",302,1280306561060126722,RosesinMaine,Rose,,,2020-07-07 01:04:05,Twitter Web App,0,605,,,
583,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280306396660142086,mpelig,Mpeli Nsekela,,,2020-07-07 01:03:26,Twitter for Android,0,8,,,
584,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280306254179528704,RaulRam73607745,Mark Lester,,,2020-07-07 01:02:52,Twitter for Android,0,894,,,
585,"Bolsonaro experiencing Covid-19 symptoms, says CNN Brazil Results of Brazilian president’s coronavirus test expected on Tuesday https://t.co/4xugzTji0E",151,1280306168867553292,jkelker,jkelker,,,2020-07-07 01:02:32,IFTTT,0,0,,,
586,Jair Bolsonaro- President of Brazil tests positive for COVID- 19 🙃,66,1280306137527652354,Kiddo72,Kiddo,"Buenos Aires, Argentina",,2020-07-07 01:02:24,Twitter for Android,0,2,,,
587,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280305971269480448,MataeQ,Mr. Q,,,2020-07-07 01:01:45,Twitter for iPhone,0,894,,,
588,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280305733544955904,midoriSW19,Midori Fujisawa共訳『候補者ジェレミー・コービン』岩波書店,LONDON/TOKYO,,2020-07-07 01:00:48,Twitter Web App,0,894,,,
589,"Brazil (from WaPo)  ""Jair Bolsonaro, the Brazilian president and noted coronavirus skeptic, said Monday night that he would take a new test for the virus after developing symptoms of Covid-19."" https://t.co/A9m76TQIJo",217,1280305698195324928,rjblaskiewicz,Antifascist Bob Blaskiewicz,"Galloway, NJ",,2020-07-07 01:00:40,Twitter for Android,0,0,,,
590,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280305570726195200,ZombiesAreBad,"Juan Rico, Space Army Dude, Official",Turkczechamerotadystan,,2020-07-07 01:00:09,Twitter for Android,0,8,,,
591,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280305528560693248,bCUuaA1db9b5FcR,905130ジョイママstay 🏡🏠️,,,2020-07-07 00:59:59,Twitter for Android,0,894,,,
592,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280305015693946880,Rod_Queirozz,Rodrigo Queiroz,"São Paulo, Brasil",,2020-07-07 00:57:57,Twitter for Android,0,8,,,
593,Jair Bolsonaro- President of Brazil tests positive for COVID- 19 🙃,66,1280304882709417984,_CryptoBents,Trading Crypto Bents,,,2020-07-07 00:57:25,Twitter Web App,3,2,,,
594,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280304862799040513,KimBru49,Kim-in-a-Mask-in-Bru.EU,Brussels 🇧🇪 🇪🇺,,2020-07-07 00:57:20,Twitter for iPhone,0,894,,,
595,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280304848328634368,raincoaster,raincoaster,"Ottawa, Ontario",,2020-07-07 00:57:17,Twitter for Android,0,8,,,
596,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280304838899912705,ComradFish,ComradFish🌹🏴🔻,"Florida, USA",,2020-07-07 00:57:15,Twitter Web App,0,8,,,
597,"Latest News is that the President of Brazil, Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow https://t.co/g4ZWw7Mihn",150,1280304579477815296,SimshekTweets,Rifadh Simshek,Planet Earth,,2020-07-07 00:56:13,Twitter for iPhone,0,0,,,
598,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280304567113179138,ReporterPhoenix,Colin Tom,"Bergen, Western Norway",,2020-07-07 00:56:10,Twitter for iPhone,0,8,,,
599,"Jair Bolsonaro, the far-right president of Brazil, has repeatedly treated the coronavirus pandemic as a joke. He has refused to adhere to social distancing rules or wear a face mask. Brazil's coronavirus rate is the worst in Latin America   Now he has coronavirus symptoms https://t.co/t5V39k6zas",296,1280304496950812675,SocialistVoice,Socialist Voice 🌐,United Kingdom 🇬🇧,,2020-07-07 00:55:53,Twitter for iPad,6,8,,,
